domain	tier	tier_name	control_axis	physical_path	rationale	review_status
laundry-clothing-footwear-hygiene-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/laundry-clothing-footwear-hygiene-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
lead-heavy-metal-exposure-control	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/lead-heavy-metal-exposure-control	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
lead-service-line-lead-copper-drinking-water-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/lead-service-line-lead-copper-drinking-water-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
learning-skill-acquisition	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/learning-skill-acquisition	主要放大主体学习、认知、工具使用和生成新路径的能力。	heuristic-v0.1
legal-identity-civil-registration	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/legal-identity-civil-registration	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
leisure-recreation-restorative-activity-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/leisure-recreation-restorative-activity-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
lgbtq-health-identity-affirming-service-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/lgbtq-health-identity-affirming-service-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
lice-scabies-school-shelter-infestation-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/lice-scabies-school-shelter-infestation-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
life-insurance-beneficiary-claim-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/life-insurance-beneficiary-claim-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
life-logging-personal-archives-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/life-logging-personal-archives-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
light-exposure-circadian-environment-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/light-exposure-circadian-environment-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
lipid-atherosclerosis-risk-management-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/lipid-atherosclerosis-risk-management-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
liver-cancer-cirrhosis-surveillance-treatment-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/liver-cancer-cirrhosis-surveillance-treatment-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
living-evidence-surveillance-update-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/living-evidence-surveillance-update-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
lodging-temporary-accommodation-access-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/lodging-temporary-accommodation-access-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
loneliness-social-isolation-risk-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/loneliness-social-isolation-risk-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
long-covid-post-acute-infection-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/long-covid-post-acute-infection-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
long-distance-travel-booking-itinerary-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/long-distance-travel-booking-itinerary-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
long-term-care-insurance-benefit-activation-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/long-term-care-insurance-benefit-activation-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
long-term-digital-preservation-format-migration	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/long-term-digital-preservation-format-migration	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
longevity-evidence	C1	可能性边界改写层	寿命边界	domains/c1-boundary-rewriting/longevity-evidence	直接承载延长寿命和长寿逃逸相关证据账本。	heuristic-v0.1
longitudinal-cohort-retention-followup-infrastructure	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/longitudinal-cohort-retention-followup-infrastructure	主要把科学、医疗、数据、制度或技术从潜在能力转成真实可用路径。	heuristic-v0.1
low-back-pain-spine-function-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/low-back-pain-spine-function-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
low-vision-rehabilitation-assistive-technology-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/low-vision-rehabilitation-assistive-technology-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
lung-cancer-screening-treatment-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/lung-cancer-screening-treatment-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
lymphatic-glymphatic-clearance	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/lymphatic-glymphatic-clearance	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
lysosomal-flux-lipofuscin-clearance-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/lysosomal-flux-lipofuscin-clearance-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
machine-guarding-amputation-prevention-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/machine-guarding-amputation-prevention-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
macroeconomic-monetary-fiscal-stability	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/macroeconomic-monetary-fiscal-stability	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
male-factor-infertility-sperm-health-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/male-factor-infertility-sperm-health-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
manufactured-housing-park-tenure-safety-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/manufactured-housing-park-tenure-safety-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
manufacturing-repair-capacity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/manufacturing-repair-capacity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
mask-respirator-source-control-fit-access-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/mask-respirator-source-control-fit-access-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
maternal-newborn-child-development	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/maternal-newborn-child-development	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
me-cfs-post-exertional-energy-limitation-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/me-cfs-post-exertional-energy-limitation-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
measurement-feedback	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/measurement-feedback	主要把科学、医疗、数据、制度或技术从潜在能力转成真实可用路径。	heuristic-v0.1
mechanical-ventilation-respiratory-failure-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/mechanical-ventilation-respiratory-failure-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
media-information-literacy-public-libraries	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/media-information-literacy-public-libraries	主要放大主体学习、认知、工具使用和生成新路径的能力。	heuristic-v0.1
medicaid-chip-renewal-redetermination-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/medicaid-chip-renewal-redetermination-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
medical-countermeasure-stockpile-distribution-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/medical-countermeasure-stockpile-distribution-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
medical-device-equipment-safety-maintenance	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/medical-device-equipment-safety-maintenance	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
medical-id-allergy-critical-alert-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/medical-id-allergy-critical-alert-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
medical-interpreter-cultural-mediation	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/medical-interpreter-cultural-mediation	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
medical-nutrition-therapy-dietitian-access-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/medical-nutrition-therapy-dietitian-access-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
medical-record-access-amendment-release-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/medical-record-access-amendment-release-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
medical-service-prior-authorization-utilization-management-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/medical-service-prior-authorization-utilization-management-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
medically-tailored-groceries-food-benefit-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/medically-tailored-groceries-food-benefit-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
medically-tailored-meals-chronic-care-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/medically-tailored-meals-chronic-care-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
medicare-enrollment-coverage-transition-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/medicare-enrollment-coverage-transition-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
medication-list-implant-device-emergency-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/medication-list-implant-device-emergency-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
medication-reconciliation-regimen-adherence-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/medication-reconciliation-regimen-adherence-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
medicine-access-treatment-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/medicine-access-treatment-continuity	主要把科学、医疗、数据、制度或技术从潜在能力转成真实可用路径。	heuristic-v0.1
meeting-video-conferencing-remote-collaboration-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/meeting-video-conferencing-remote-collaboration-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
memory-editing	C1	可能性边界改写层	记忆/人格连续性边界	domains/c1-boundary-rewriting/memory-editing	直接处理记忆、身份连续性和主体自我结构的边界。	heuristic-v0.1
menieres-disease-episodic-vertigo-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/menieres-disease-episodic-vertigo-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
menstrual-health-cycle-literacy-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/menstrual-health-cycle-literacy-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
menstrual-product-access-safety-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/menstrual-product-access-safety-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
mental-health-affective-stability	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/mental-health-affective-stability	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
messaging-contact-graph-portability-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/messaging-contact-graph-portability-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
meta-analysis-effect-size-heterogeneity-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/meta-analysis-effect-size-heterogeneity-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
mfa-passkey-credential-recovery-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/mfa-passkey-credential-recovery-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
microbiome-ecology	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/microbiome-ecology	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
migraine-headache-effective-time-burden	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/migraine-headache-effective-time-burden	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
migrant-seasonal-farmworker-health-housing-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/migrant-seasonal-farmworker-health-housing-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
migration-displacement-humanitarian-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/migration-displacement-humanitarian-continuity	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
missing-persons-unidentified-remains-resolution-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/missing-persons-unidentified-remains-resolution-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
mitochondrial-bioenergetics	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/mitochondrial-bioenergetics	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
model-cards-ai-audit-documentation	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/model-cards-ai-audit-documentation	主要把科学、医疗、数据、制度或技术从潜在能力转成真实可用路径。	heuristic-v0.1
mold-dampness-indoor-biological-exposure	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/mold-dampness-indoor-biological-exposure	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
mortgage-origination-servicing-foreclosure-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/mortgage-origination-servicing-foreclosure-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
mosquito-bite-arbovirus-prevention-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/mosquito-bite-arbovirus-prevention-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
motion-sickness-transport-virtual-environment-tolerance-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/motion-sickness-transport-virtual-environment-tolerance-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
multimodal-trip-planning-real-time-wayfinding-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/multimodal-trip-planning-real-time-wayfinding-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
multimorbidity-polypharmacy-care-coordination	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/multimorbidity-polypharmacy-care-coordination	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
multiomics-personal-baseline-systems-biology	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/multiomics-personal-baseline-systems-biology	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
multiple-sclerosis-demyelination-function-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/multiple-sclerosis-demyelination-function-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
municipal-311-service-request-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/municipal-311-service-request-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
muscular-dystrophy-progressive-weakness-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/muscular-dystrophy-progressive-weakness-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
musculoskeletal-integrity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/musculoskeletal-integrity	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
mutual-aid-neighbor-support-network-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/mutual-aid-neighbor-support-network-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
myasthenia-gravis-neuromuscular-junction-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/myasthenia-gravis-neuromuscular-junction-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
mycotoxin-food-crop-storage-safety-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/mycotoxin-food-crop-storage-safety-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
name-change-identity-record-synchronization-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/name-change-identity-record-synchronization-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
nanomedicine-targeted-delivery-molecular-repair	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/nanomedicine-targeted-delivery-molecular-repair	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
narcolepsy-daytime-sleepiness-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/narcolepsy-daytime-sleepiness-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
narrative-identity-life-review-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/narrative-identity-life-review-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
natural-gas-propane-leak-shutoff-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/natural-gas-propane-leak-shutoff-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
neuro-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/neuro-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
neurodegenerative-dysphagia-nutrition-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/neurodegenerative-dysphagia-nutrition-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
newborn-hearing-screening-language-development-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/newborn-hearing-screening-language-development-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
newborn-screening-result-followup-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/newborn-screening-result-followup-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
noise-exposure-acoustic-environment-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/noise-exposure-acoustic-environment-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
noise-induced-hearing-loss-prevention-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/noise-induced-hearing-loss-prevention-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
notary-document-authentication-signature-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/notary-document-authentication-signature-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
notification-alert-routing-attention-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/notification-alert-routing-attention-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
nuclear-gateway-nucleocytoplasmic-transport-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/nuclear-gateway-nucleocytoplasmic-transport-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
nutrition-insecurity-screening-referral-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/nutrition-insecurity-screening-referral-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
nutrition-metabolic-health	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/nutrition-metabolic-health	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
obesity-adiposity-metabolic-risk-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/obesity-adiposity-metabolic-risk-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
obstetric-emergency-hemorrhage-hypertension-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/obstetric-emergency-hemorrhage-hypertension-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
occupational-electrical-shock-arc-flash-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/occupational-electrical-shock-arc-flash-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
occupational-exposure-industrial-hygiene	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/occupational-exposure-industrial-hygiene	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
occupational-work-design	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/occupational-work-design	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
official-web-domain-brand-impersonation-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/official-web-domain-brand-impersonation-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
oil-spill-hazardous-release-response-recovery-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/oil-spill-hazardous-release-response-recovery-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
older-adult-caregiver-disaster-preparedness-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/older-adult-caregiver-disaster-preparedness-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
online-child-sexual-exploitation-sextortion-reporting-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/online-child-sexual-exploitation-sextortion-reporting-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
online-retail-order-shipping-fulfillment-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/online-retail-order-shipping-fulfillment-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
online-safety-digital-harm-prevention	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/online-safety-digital-harm-prevention	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
open-source-maintainer-sustainability-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/open-source-maintainer-sustainability-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
open-source-software-license-compliance-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/open-source-software-license-compliance-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
opportunity-youth-education-employment-pathway-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/opportunity-youth-education-employment-pathway-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
opt-out-preference-signal-consent-revocation-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/opt-out-preference-signal-consent-revocation-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
oral-cancer-mucosal-lesion-early-detection-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/oral-cancer-mucosal-lesion-early-detection-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
oral-health-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/oral-health-continuity	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
organ-donor-registry-anatomical-gift-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/organ-donor-registry-anatomical-gift-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
